Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_GB,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8549372,2019/2/7 22:20,2019/2/7 22:16,13986575,4223945650,13986575,302,1.16,1185,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008348/SRR8549372,SRX5351303,CUWHP,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184562,PRJNA519917,,519917,SRS4342545,SAMN10864986,simple,1642954,leaf litter metagenome,Gp0306353,,,,,,,no,,,,,JGI,SRA846596,,public,40A22D577E3415E05480E506EBE6E296,4FE249FF91878DE2603ACD0EEE519B10
SRR8549373,2019/2/7 22:20,2019/2/7 22:16,13331447,4026096994,13331447,302,1.09,1119,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008348/SRR8549373,SRX5351304,CUWHW,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184563,PRJNA519921,,519921,SRS4342546,SAMN10864968,simple,1642954,leaf litter metagenome,Gp0306357,,,,,,,no,,,,,JGI,SRA846594,,public,51A0E512F557D45A6B8D8A13F5C27974,A53EBEAC80CA5215093F3DD16C1BA51E
SRR8549374,2019/2/7 22:17,2019/2/7 22:15,13015702,3930742004,13015702,302,1.08,1107,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008348/SRR8549374,SRX5351305,CUWHS,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184564,PRJNA519918,,519918,SRS4342547,SAMN10864969,simple,1642954,leaf litter metagenome,Gp0306354,,,,,,,no,,,,,JGI,SRA846595,,public,11D0218872220CA08116113AA6292C58,750D103426672FA2D1913FFBA7049882
SRR8549379,2019/2/7 22:31,2019/2/7 22:29,14149491,4273146282,14149491,302,1.17,1196,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549379,SRX5351310,CUWHX,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184565,PRJNA519922,,519922,SRS4342552,SAMN10864967,simple,1642954,leaf litter metagenome,Gp0306358,,,,,,,no,,,,,JGI,SRA846603,,public,609ACF63E1900EE9D256B041792ADD58,765C2F7DEFCE3C8B5C5FD58D2B2838C2
SRR8549384,2019/2/7 22:44,2019/2/7 22:42,13710805,4140663110,13710805,302,1.14,1164,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549384,SRX5351315,CUWHY,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184566,PRJNA519923,,519923,SRS4342557,SAMN10865660,simple,1642954,leaf litter metagenome,Gp0306359,,,,,,,no,,,,,JGI,SRA846606,,public,85552BECDC5C3AF71E3E97C15B2C6B0A,2B1767946D981C25CF98E34AA1F72267
SRR8549407,2019/2/8 1:45,2019/2/8 1:41,20212115,6104058730,20212115,302,1.75,1793,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549407,SRX5351338,CUWNO,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184568,PRJNA519931,,519931,SRS4342575,SAMN10864951,simple,1642954,leaf litter metagenome,Gp0306367,,,,,,,no,,,,,JGI,SRA846630,,public,C8BCA6248DA76CDC171F1DC82E4C7889,AF385C46291F30D58B35C19A10A2DBA4
SRR8549417,2019/2/8 1:32,2019/2/8 1:29,13111959,3959811618,13111959,302,1.09,1115,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549417,SRX5351348,CUWNC,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184570,PRJNA519927,,519927,SRS4342584,SAMN10864985,simple,1642954,leaf litter metagenome,Gp0306363,,,,,,,no,,,,,JGI,SRA846619,,public,AA1A8452022ED88189525239BE4595AF,77D99167E6D6153D95F01099B7E1B884
SRR8549418,2019/2/8 1:32,2019/2/8 1:28,11570578,3494314556,11570578,302,0.95,969,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549418,SRX5351349,CUWNP,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184571,PRJNA519932,,519932,SRS4342585,SAMN10864964,simple,1642954,leaf litter metagenome,Gp0306368,,,,,,,no,,,,,JGI,SRA846631,,public,8806F53E94847C5F7B64F700E18BB4BA,0E60F0ACAB600DC588A5383A2348C7BC
SRR8549419,2019/2/8 1:32,2019/2/8 1:31,13962361,4216633022,13962361,302,1.15,1177,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549419,SRX5351350,CUWHZ,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184572,PRJNA519924,,519924,SRS4342586,SAMN10864966,simple,1642954,leaf litter metagenome,Gp0306360,,,,,,,no,,,,,JGI,SRA846618,,public,ACFF6CC72CCEEA6A720365125A994FD1,00DB80C5C4CD126F4F7002BDDBB9D6F3
SRR8549427,2019/2/8 1:32,2019/2/8 1:28,9513636,2873118072,9513636,302,0.79,804,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549427,SRX5351358,CUWNG,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184574,PRJNA519928,,519928,SRS4342594,SAMN10865510,simple,1642954,leaf litter metagenome,Gp0306364,,,,,,,no,,,,,JGI,SRA846628,,public,6D52062912CF4784136C7EF977808420,EA34422E414F0A3DFE3F7903A678C4F5
SRR8549432,2019/2/8 1:32,2019/2/8 1:29,11484302,3468259204,11484302,302,0.95,970,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549432,SRX5351363,CUWNB,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184575,PRJNA519926,,519926,SRS4342600,SAMN10864883,simple,1642954,leaf litter metagenome,Gp0306362,,,,,,,no,,,,,JGI,SRA846622,,public,A3DDD10674BDAE9D3D5566DD0DF47805,9AAD71384FAC2C14F5CE140BEEAF8A68
SRR8549434,2019/2/8 1:35,2019/2/8 1:32,13561617,4095608334,13561617,302,1.11,1140,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549434,SRX5351365,CUWNN,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184576,PRJNA519930,,519930,SRS4342601,SAMN10864984,simple,1642954,leaf litter metagenome,Gp0306366,,,,,,,no,,,,,JGI,SRA846632,,public,4DF812312660C464FCA63866BCE9E23B,610DBD681A76AAA26FC30FCD6C4F239A
SRR8549454,2019/2/8 1:36,2019/2/8 1:33,13551874,4092665948,13551874,302,1.12,1147,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549454,SRX5351385,CUWNA,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184579,PRJNA519925,,519925,SRS4342615,SAMN10864965,simple,1642954,leaf litter metagenome,Gp0306361,,,,,,,no,,,,,JGI,SRA846623,,public,B46AFC40F0F4D252AAB4203001361F5C,1CB2E849D50E010D749FCF4FA7E3795E
SRR8549456,2019/2/8 1:35,2019/2/8 1:32,13480047,4070974194,13480047,302,1.10,1130,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549456,SRX5351387,CUWNH,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184580,PRJNA519929,,519929,SRS4342617,SAMN10864952,simple,1642954,leaf litter metagenome,Gp0306365,,,,,,,no,,,,,JGI,SRA846617,,public,7D9DD8EEC2DA46367256225BF9100B4D,8D04BA6E56E2E3FB6F7C06128B8C3FE5
SRR8549459,2019/2/8 2:18,2019/2/8 2:12,13672220,4129010440,13672220,302,1.12,1144,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549459,SRX5351390,CUWNS,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184582,PRJNA519933,,519933,SRS4342619,SAMN10864983,simple,1642954,leaf litter metagenome,Gp0306369,,,,,,,no,,,,,JGI,SRA846660,,public,7ED12A7A91ADCA69C6FFABCBDF635031,B9D3A94F600A5CB401618203855DF939
SRR8549996,2019/2/8 6:58,2019/2/8 6:53,52578135,15878596770,52578135,302,4.62,4728,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549996,SRX5351928,CTAST,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184628,PRJNA519976,,519976,SRS4343067,SAMN10864972,simple,1642954,leaf litter metagenome,Gp0306420,,,,,,,no,,,,,JGI,SRA846711,,public,E6545BEE131FF8EC1ED845622E9FAF14,96A220277A8B476E7A68BBCEFFB9C783
SRR8549997,2019/2/8 6:54,2019/2/8 6:50,47001977,14194597054,47001977,302,4.17,4269,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549997,SRX5351929,CTATZ,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184629,PRJNA519977,,519977,SRS4343068,SAMN10864893,simple,1642954,leaf litter metagenome,Gp0306426,,,,,,,no,,,,,JGI,SRA846713,,public,DCB2BD2CFF47ACCEEFE29A37C2958071,4D905CCA115AA0D8A0C17282BC70290D
SRR8549998,2019/2/8 7:04,2019/2/8 6:59,58431140,17646204280,58431140,302,5.15,5276,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549998,SRX5351930,CTASB,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184630,PRJNA519973,,519973,SRS4343069,SAMN10865515,simple,1642954,leaf litter metagenome,Gp0306412,,,,,,,no,,,,,JGI,SRA846712,,public,6E60C24660CA2269122D9EF395CD2C87,F95B96AB9AAEA54A784ED4B3C1E71C68
SRR8549999,2019/2/8 6:58,2019/2/8 6:54,53505798,16158750996,53505798,302,4.67,4777,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8549999,SRX5351931,CTASP,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184631,PRJNA519975,,519975,SRS4343070,SAMN10864973,simple,1642954,leaf litter metagenome,Gp0306418,,,,,,,no,,,,,JGI,SRA846715,,public,6035615E6CB57A650B999C1EB54BF3F8,2ABC168DFEC25F23A53BFB8B60664713
SRR8550000,2019/2/8 6:58,2019/2/8 6:54,51493564,15551056328,51493564,302,4.37,4470,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550000,SRX5351932,CTASG,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184632,PRJNA519974,,519974,SRS4343071,SAMN10864954,simple,1642954,leaf litter metagenome,Gp0306414,,,,,,,no,,,,,JGI,SRA846714,,public,16C7FC05E180127A853A6900BA45B9E1,6B6C80B0D7727A01D61DC3C306D97B88
SRR8550001,2019/2/8 7:06,2019/2/8 7:01,62624771,18912680842,62624771,302,5.27,5394,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550001,SRX5351933,CWOOO,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184633,PRJNA519100,,519100,SRS4343072,SAMN10864808,simple,1642954,leaf litter metagenome,Gp0333224,,,,,,,no,,,,,JGI,SRA846716,,public,BA1144C92D983DCBD81232272A01096E,D062BD669CCA243EC05A599F578E4BFF
SRR8550003,2019/2/8 7:39,2019/2/8 7:33,67041790,20246620580,67041790,302,5.89,6027,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550003,SRX5351935,CWOOH,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184635,PRJNA519101,,519101,SRS4343074,SAMN10864671,simple,1642954,leaf litter metagenome,Gp0333226,,,,,,,no,,,,,JGI,SRA846720,,public,A478EE7EA56C009A3BC508588CB031C7,30F85B80CCEAE701BA9AF5C5E7BDECD4
SRR8550004,2019/2/8 7:40,2019/2/8 7:34,67500775,20385234050,67500775,302,5.73,5863,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550004,SRX5351936,CWOOG,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184636,PRJNA519102,,519102,SRS4343075,SAMN10864654,simple,1642954,leaf litter metagenome,Gp0333227,,,,,,,no,,,,,JGI,SRA846718,,public,2CB268DCBA1BDA0FA67F1DB0B9AF9985,55E830E3C3CC56A874ED266C4798B32F
SRR8550005,2019/2/8 7:48,2019/2/8 7:41,84994400,25668308800,84994400,302,7.14,7307,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550005,SRX5351937,CWOOC,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184637,PRJNA519103,,519103,SRS4343076,SAMN10864802,simple,1642954,leaf litter metagenome,Gp0333228,,,,,,,no,,,,,JGI,SRA846719,,public,E4F670D8840B312DAA4A1F608FBC24B4,861D3E9212F8DB22C12E15E3EF529ACC
SRR8550006,2019/2/8 7:53,2019/2/8 7:46,65819297,19877427694,65819297,302,5.55,5679,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550006,SRX5351938,CWOOA,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184638,PRJNA519104,,519104,SRS4343077,SAMN10864678,simple,1642954,leaf litter metagenome,Gp0333230,,,,,,,no,,,,,JGI,SRA846721,,public,AD6F1E4C6E2FA4DAF1EC45C5456A8483,08A04C85648C3A7D54CC681A57307172
SRR8550082,2019/2/8 8:24,2019/2/8 8:16,71693032,21651295664,71693032,302,5.99,6138,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550082,SRX5352004,CWONO,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184643,PRJNA519107,,519107,SRS4343143,SAMN10864809,simple,1642954,leaf litter metagenome,Gp0333239,,,,,,,no,,,,,JGI,SRA846731,,public,8EC7B802527A3FBC0C0F50736A77EA30,091656491C59ABC4AD8819A41C5F9898
SRR8550083,2019/2/8 8:15,2019/2/8 8:09,54848937,16564378974,54848937,302,4.59,4705,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550083,SRX5352005,CWONC,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184644,PRJNA519108,,519108,SRS4343144,SAMN10864793,simple,1642954,leaf litter metagenome,Gp0333243,,,,,,,no,,,,,JGI,SRA846729,,public,3741939A0832CD1EB04BFAD1871375F7,3423F5935056961F2C626D9B508A867E
SRR8550084,2019/2/8 8:24,2019/2/8 8:16,66048605,19946678710,66048605,302,5.61,5749,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550084,SRX5352006,CWONY,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184645,PRJNA519105,,519105,SRS4343145,SAMN10864653,simple,1642954,leaf litter metagenome,Gp0333232,,,,,,,no,,,,,JGI,SRA846732,,public,89D3FCF8E24BB207AFAEE4D46BD36585,F7B2B1738D45F7CF266DA25D0D9239A9
SRR8550115,2019/2/8 8:33,2019/2/8 8:27,80009887,24162985874,80009887,302,6.81,6978,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550115,SRX5352037,CWONB,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184646,PRJNA519109,,519109,SRS4343176,SAMN10864652,simple,1642954,leaf litter metagenome,Gp0333244,,,,,,,no,,,,,JGI,SRA846730,,public,5A8455F4143F6F07DB8159C2B5BF884E,4B2E314B7CEFE4764C3E0B182DC39F9A
SRR8550116,2019/2/8 8:39,2019/2/8 8:34,57543161,17378034622,57543161,302,4.83,4951,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550116,SRX5352038,CWOHY,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184647,PRJNA519110,,519110,SRS4343177,SAMN10864651,simple,1642954,leaf litter metagenome,Gp0333247,,,,,,,no,,,,,JGI,SRA846735,,public,9A293B2BB6D63C5008928AD44967D885,967801516553C5F48EDD389A573D342A
SRR8550141,2019/2/8 8:37,2019/2/8 8:31,69976283,21132837466,69976283,302,5.91,6047,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550141,SRX5352063,CWOHX,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184648,PRJNA519111,,519111,SRS4343178,SAMN10864797,simple,1642954,leaf litter metagenome,Gp0333248,,,,,,,no,,,,,JGI,SRA846736,,public,37BAB134B1DC2DAB4614EB34C5B6DDBB,C7C984168BB85FFF406E2E9ADF8DDCA9
SRR8550254,2019/2/8 9:00,2019/2/8 8:55,64086605,19354154710,64086605,302,5.37,5494,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550254,SRX5352177,CWOHU,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184657,PRJNA519112,,519112,SRS4343292,SAMN10864670,simple,1642954,leaf litter metagenome,Gp0333250,,,,,,,no,,,,,JGI,SRA846738,,public,6D69FF3EA7868DD124C7FB65488FBCDC,C4500648648CAD3318E1D2D787238761
SRR8550268,2019/2/8 9:12,2019/2/8 9:04,67819216,20481403232,67819216,302,5.73,5868,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550268,SRX5352184,CWOHT,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184659,PRJNA519113,,519113,SRS4343299,SAMN10864794,simple,1642954,leaf litter metagenome,Gp0333251,,,,,,,no,,,,,JGI,SRA846739,,public,590BB854C45BC085647E2E3DEEBB3D80,980706C7433BD4DB85F6F3423A948936
SRR8550269,2019/2/8 9:22,2019/2/8 9:16,67497122,20384130844,67497122,302,5.71,5848,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550269,SRX5352185,CWOHP,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184660,PRJNA519114,,519114,SRS4343300,SAMN10864650,simple,1642954,leaf litter metagenome,Gp0333253,,,,,,,no,,,,,JGI,SRA846748,,public,B522210E7A2350BB8A89AC56B6ED273F,3AF4AD895891C451A90AAFF92A7DD4D3
SRR8550270,2019/2/8 9:28,2019/2/8 9:20,74417469,22474075638,74417469,302,6.25,6402,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550270,SRX5352186,CWOHN,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184661,PRJNA519115,,519115,SRS4343301,SAMN10864641,simple,1642954,leaf litter metagenome,Gp0333255,,,,,,,no,,,,,JGI,SRA846749,,public,69CDF4D51EC6228F7A7B8833334287A4,6B3A6BAE157575436BCE7C8A9BC3FBF8
SRR8550272,2019/2/8 9:44,2019/2/8 9:37,70208006,21202817812,70208006,302,5.92,6065,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550272,SRX5352188,CWOHG,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184663,PRJNA519116,,519116,SRS4343303,SAMN10864661,simple,1642954,leaf litter metagenome,Gp0333257,,,,,,,no,,,,,JGI,SRA846752,,public,9D4B8E8BB30FBEF2E4FCF61668600049,3DD7C4FFB6869519BF0AB6FBED015A1F
SRR8550273,2019/2/8 9:49,2019/2/8 9:43,61721391,18639860082,61721391,302,5.19,5311,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550273,SRX5352189,CWOHA,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184664,PRJNA519117,,519117,SRS4343304,SAMN10864645,simple,1642954,leaf litter metagenome,Gp0333260,,,,,,,no,,,,,JGI,SRA846754,,public,002056AB3A3C6892E308A5C39AC1386D,5435F21036B4D39BF7D0E62C8B532FC0
SRR8550274,2019/2/8 9:50,2019/2/8 9:45,65331585,19730138670,65331585,302,5.54,5669,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550274,SRX5352190,CWOGY,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184665,PRJNA519118,,519118,SRS4343305,SAMN10864646,simple,1642954,leaf litter metagenome,Gp0333262,,,,,,,no,,,,,JGI,SRA846753,,public,67EB245C9F8D7028C4BD9E8958B440F7,B76119CC2199E5792B991586B7E70B23
SRR8550275,2019/2/8 10:05,2019/2/8 10:00,68611623,20720710146,68611623,302,5.76,5894,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550275,SRX5352191,CWOGX,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184666,PRJNA519119,,519119,SRS4343306,SAMN10864677,simple,1642954,leaf litter metagenome,Gp0333263,,,,,,,no,,,,,JGI,SRA846755,,public,C0A213F9949C3D255654F9F2051C770A,4F14D5D4A7DC21AEE778A05472293DE6
SRR8550341,2019/2/8 10:07,2019/2/8 10:02,71121221,21478608742,71121221,302,6.05,6197,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550341,SRX5352257,CWOGU,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184673,PRJNA519121,,519121,SRS4343372,SAMN10864795,simple,1642954,leaf litter metagenome,Gp0333265,,,,,,,no,,,,,JGI,SRA846756,,public,D4045F6528E78B8F9DCFC20CE7BCD344,FD8CA02A04770BBC8CC84E7F5210AF7E
SRR8550342,2019/2/8 10:26,2019/2/8 10:17,87113035,26308136570,87113035,302,7.29,7469,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550342,SRX5352258,CWOGW,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184674,PRJNA519120,,519120,SRS4343373,SAMN10864649,simple,1642954,leaf litter metagenome,Gp0333264,,,,,,,no,,,,,JGI,SRA846757,,public,C33CCE6CA259E5545E54F572CB2E85FC,F01F0B054887A91A221F20BD123FEEA2
SRR8550343,2019/2/8 10:37,2019/2/8 10:27,59106131,17850051562,59106131,302,5.01,5126,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550343,SRX5352259,CWOGT,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184675,PRJNA519122,,519122,SRS4343374,SAMN10864676,simple,1642954,leaf litter metagenome,Gp0333266,,,,,,,no,,,,,JGI,SRA846766,,public,875A54A31CBFFD18E55F8D478BD1AEE5,03CC04726E4DAE44A3B00E570D5D9916
SRR8550344,2019/2/8 10:39,2019/2/8 10:33,69977988,21133352376,69977988,302,5.91,6047,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008349/SRR8550344,SRX5352260,CWOGS,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184676,PRJNA519123,,519123,SRS4343375,SAMN10864642,simple,1642954,leaf litter metagenome,Gp0333267,,,,,,,no,,,,,JGI,SRA846767,,public,CFFBF77F41777E81580D998400A3C420,C9B877810FE2A810CE674C455BEBB3DB
SRR8550436,2019/2/8 11:13,2019/2/8 11:06,93915856,28362588512,93915856,302,7.93,8116,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008350/SRR8550436,SRX5352352,CWOGP,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184679,PRJNA519124,,519124,SRS4343467,SAMN10864648,simple,1642954,leaf litter metagenome,Gp0333268,,,,,,,no,,,,,JGI,SRA846769,,public,756B234E11680976A90D1660D0ABBE98,EA2B402B0F01EB1DE398A8E4114F1C27
SRR8550437,2019/2/8 11:10,2019/2/8 11:01,80637282,24352459164,80637282,302,6.81,6978,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008350/SRR8550437,SRX5352353,CWOGG,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184680,PRJNA519125,,519125,SRS4343468,SAMN10864669,simple,1642954,leaf litter metagenome,Gp0333272,,,,,,,no,,,,,JGI,SRA846768,,public,3DFE0E3FC43332A85B933C80B723F223,4CEF3CAD5857B086815445740A17C0B1
SRR8550438,2019/2/8 11:16,2019/2/8 10:59,69201183,20898757266,69201183,302,5.81,5953,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008350/SRR8550438,SRX5352354,CWOCZ,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP184681,PRJNA519126,,519126,SRS4343469,SAMN10864803,simple,1642954,leaf litter metagenome,Gp0333276,,,,,,,no,,,,,JGI,SRA846771,,public,6B9D79065A67BEC7491E712EC5BF8123,F67A8E886C44FE3DDA8CA096BB01CA97
